id_municipio,nome,sigla_uf,rede_nome,alunos,prob_bater_meta,taxa_real,bateu_meta
2902807,Barra da Estiva,BA,Municipal,265,6.3,47.2,0
2903953,Bom Jesus da Serra,BA,Municipal,90,5.7,24.4,0
2904209,Botuporã,BA,Municipal,57,30.7,47.4,0
2904407,Brejolândia,BA,Municipal,94,5.0,40.4,0
2904852,Cabaceiras do Paraguaçu,BA,Municipal,119,3.2,32.8,0
2904902,Cachoeira,BA,Municipal,242,3.0,33.1,0
2905008,Caculé,BA,Municipal,196,10.4,48.0,0
2905206,Caetité,BA,Municipal,428,6.6,39.0,0
2905404,Cairu,BA,Municipal,286,3.2,32.9,0
2905503,Caldeirão Grande,BA,Municipal,149,3.3,28.2,0
2905602,Camacan,BA,Municipal,191,3.4,24.6,0
2906600,Candiba,BA,Municipal,120,7.6,41.7,0
2907103,Carinhanha,BA,Municipal,316,3.2,32.0,0
2908200,Conceição da Feira,BA,Municipal,142,3.4,27.5,0
2909505,Cravolândia,BA,Municipal,55,11.9,34.5,0
2909802,Cruz das Almas,BA,Municipal,432,3.2,33.6,0
2910008,Dário Meira,BA,Municipal,112,3.6,41.1,0
2910701,Euclides da Cunha,BA,Estadual,17,5.1,5.9,0
2910701,Euclides da Cunha,BA,Municipal,417,3.1,32.4,0
2910776,Feira da Mata,BA,Municipal,66,19.9,45.5,0
2911105,Formosa do Rio Preto,BA,Municipal,234,3.2,28.2,0
2911303,Gentio do Ouro,BA,Municipal,81,6.6,54.3,0
2912301,Ibicuí,BA,Municipal,84,19.7,50.0,0
2912707,Ibirapitanga,BA,Municipal,204,3.1,22.1,0
2912806,Ibirapuã,BA,Municipal,148,26.1,37.8,0
2913002,Ibitiara,BA,Municipal,91,22.9,37.4,0
2913804,Ipecaetá,BA,Municipal,86,3.7,46.5,0
2915809,Itambé,BA,Municipal,252,3.2,27.0,0
2916807,Itarantim,BA,Municipal,112,5.0,41.1,0
2916856,Itatim,BA,Municipal,166,15.2,54.2,0
2917607,Jaguaquara,BA,Municipal,527,5.5,53.7,0
2917904,Jandaíra,BA,Municipal,97,8.4,36.1,0
2918407,Juazeiro,BA,Municipal,2494,3.3,29.3,0
2918506,Jussara,BA,Municipal,122,3.9,43.4,0
2918803,Laje,BA,Municipal,110,6.2,45.5,0
2919009,Lajedinho,BA,Municipal,33,8.8,21.2,0
2920502,Maracás,BA,Municipal,179,13.9,43.6,0
2921500,Monte Santo,BA,Municipal,251,3.2,27.5,0
2923001,Nova Viçosa,BA,Municipal,481,8.1,37.2,0
2923100,Olindina,BA,Municipal,202,3.4,21.3,0
2923209,Oliveira dos Brejinhos,BA,Municipal,196,4.7,39.3,0
2923605,Paramirim,BA,Municipal,141,6.9,48.9,0
2923803,Paripiranga,BA,Municipal,196,14.8,39.8,0
2923902,Pau Brasil,BA,Estadual,10,7.2,10.0,0
2923902,Pau Brasil,BA,Municipal,124,5.4,34.7,0
2924306,Piatã,BA,Municipal,150,5.6,45.3,0
2924603,Pindobaçu,BA,Municipal,222,3.9,39.2,0
2924801,Piritiba,BA,Municipal,138,5.4,40.6,0
2925501,Prado,BA,Estadual,70,24.5,50.0,0
2925501,Prado,BA,Municipal,321,3.5,29.0,0
2925709,Presidente Jânio Quadros,BA,Municipal,107,3.2,31.8,0
2926608,Ribeira do Pombal,BA,Municipal,501,3.4,40.7,0
2927101,Rodelas,BA,Estadual,14,4.2,50.0,0
2927101,Rodelas,BA,Municipal,148,3.8,26.4,0
2928208,Santana,BA,Municipal,230,3.2,38.7,0
2928307,Santanópolis,BA,Municipal,61,5.8,23.0,0
2928950,São Domingos,BA,Municipal,51,4.5,52.9,0
2929008,São Félix,BA,Municipal,83,3.8,31.3,0
2929602,Sapeaçu,BA,Municipal,123,13.1,65.0,1
2929800,Saúde,BA,Municipal,82,3.3,20.7,0
2929909,Seabra,BA,Municipal,406,5.5,35.0,0
2931350,Teixeira de Freitas,BA,Municipal,1367,7.3,35.0,0
2932101,Ubaíra,BA,Municipal,131,9.8,38.9,0
2932309,Ubatã,BA,Municipal,105,3.1,41.9,0
2932606,Urandi,BA,Municipal,148,26.3,40.5,0
2933174,Varzedo,BA,Municipal,70,6.4,40.0,0
2933208,Vera Cruz,BA,Municipal,405,4.0,38.3,0
2933505,Wenceslau Guimarães,BA,Municipal,154,4.6,31.2,0
3100906,Águas Formosas,MG,Estadual,176,84.3,61.4,1
3100906,Águas Formosas,MG,Municipal,13,85.0,69.2,1
3101003,Águas Vermelhas,MG,Municipal,123,63.6,74.4,1
3101102,Aimorés,MG,Estadual,120,87.0,66.7,1
3101102,Aimorés,MG,Municipal,112,37.8,57.6,0
3101631,Alfredo Vasconcelos,MG,Municipal,92,93.8,78.1,1
3101904,Alpinópolis,MG,Municipal,155,84.2,78.6,1
3102605,Andradas,MG,Municipal,320,89.4,75.0,1
3102704,Cachoeira de Pajeú,MG,Municipal,59,87.1,78.0,1
3103504,Araguari,MG,Estadual,279,86.2,67.0,1
3103504,Araguari,MG,Municipal,753,63.5,64.8,1
3103900,Araújos,MG,Municipal,93,94.1,88.5,1
3104304,Areado,MG,Municipal,154,94.5,88.1,1
3104403,Argirita,MG,Municipal,28,91.6,89.3,1
3105509,Barão de Monte Alto,MG,Municipal,37,89.3,89.2,1
3105608,Barbacena,MG,Estadual,342,93.8,85.8,1
3105608,Barbacena,MG,Municipal,518,92.6,82.0,1
3106408,Belo Vale,MG,Municipal,78,93.3,97.3,1
3106655,Berizal,MG,Municipal,42,84.0,83.3,1
3106705,Betim,MG,Estadual,49,90.7,100.0,1
3106705,Betim,MG,Municipal,4184,69.4,66.6,1
3107000,Biquinhas,MG,Municipal,29,89.9,58.2,0
3107109,Boa Esperança,MG,Municipal,447,92.8,74.5,1
3107703,Bom Jesus do Amparo,MG,Estadual,14,87.3,64.3,1
3107703,Bom Jesus do Amparo,MG,Municipal,50,92.7,98.0,1
3107802,Bom Jesus do Galho,MG,Estadual,93,91.6,78.3,1
3107802,Bom Jesus do Galho,MG,Municipal,50,91.7,75.9,1
3108404,Botelhos,MG,Estadual,64,94.1,81.6,1
3108404,Botelhos,MG,Municipal,80,90.7,87.5,1
3108602,Brasília de Minas,MG,Estadual,245,94.0,76.3,1
3108602,Brasília de Minas,MG,Municipal,38,93.2,76.3,1
3108909,Brazópolis,MG,Municipal,149,92.1,79.1,1
3109006,Brumadinho,MG,Municipal,394,92.8,87.7,1
3110806,Campanário,MG,Municipal,26,66.0,47.6,0
3111150,Campo Azul,MG,Municipal,37,91.8,73.3,1
3111309,Campo do Meio,MG,Municipal,89,84.2,76.5,1
3111507,Campos Altos,MG,Municipal,155,80.1,65.3,1
3111804,Canápolis,MG,Estadual,25,90.6,52.0,0
3111804,Canápolis,MG,Municipal,72,85.0,76.5,1
3112059,Cantagalo,MG,Municipal,36,89.5,66.0,1
3113800,Carmésia,MG,Municipal,30,80.7,62.5,1
3114105,Carmo de Minas,MG,Estadual,26,92.7,96.2,1
3114105,Carmo de Minas,MG,Municipal,119,93.4,71.0,1
3114501,Carmópolis de Minas,MG,Municipal,169,94.4,81.7,1
3114907,Casa Grande,MG,Municipal,17,90.3,94.1,1
3115102,Cássia,MG,Estadual,10,93.6,90.0,1
3115102,Cássia,MG,Municipal,160,91.8,77.0,1
3115706,Central de Minas,MG,Municipal,55,91.5,72.8,1
3116704,Coimbra,MG,Municipal,77,94.2,83.5,1
3117009,Comercinho,MG,Municipal,47,73.2,68.4,1
3117207,Conceição das Pedras,MG,Municipal,30,93.3,76.7,1
3117306,Conceição das Alagoas,MG,Municipal,311,87.7,58.6,0
3117405,Conceição de Ipanema,MG,Municipal,24,91.0,74.9,1
3117801,Conceição dos Ouros,MG,Municipal,106,88.0,77.0,1
3118304,Conselheiro Lafaiete,MG,Estadual,331,94.4,85.9,1
3118304,Conselheiro Lafaiete,MG,Municipal,895,88.5,82.2,1
3118403,Conselheiro Pena,MG,Estadual,31,93.9,43.7,0
3118403,Conselheiro Pena,MG,Municipal,177,93.4,57.1,0
3119807,Córrego Danta,MG,Municipal,29,89.8,75.3,1
3120102,Couto de Magalhães de Minas,MG,Municipal,50,74.3,77.5,1
3120151,Crisólita,MG,Municipal,63,71.6,48.7,0
3120508,Cristina,MG,Municipal,128,92.9,81.7,1
3120839,Cuparaque,MG,Municipal,52,88.6,69.0,1
3121704,Diogo de Vasconcelos,MG,Municipal,35,90.6,76.3,1
3121803,Dionísio,MG,Municipal,61,91.0,72.1,1
3122009,Divino,MG,Estadual,38,81.5,73.5,1
3122009,Divino,MG,Municipal,148,64.9,67.1,1
3122355,Divisa Alegre,MG,Municipal,99,79.3,62.7,1
3122405,Divisa Nova,MG,Municipal,76,92.2,67.6,1
3123528,Durandé,MG,Estadual,21,67.1,71.4,1
3123528,Durandé,MG,Municipal,50,89.4,71.4,1
3124203,Espera Feliz,MG,Estadual,94,94.3,56.4,0
3124203,Espera Feliz,MG,Municipal,114,93.4,61.5,1
3124302,Espinosa,MG,Estadual,191,93.4,78.0,1
3124302,Espinosa,MG,Municipal,109,93.0,62.4,1
3125408,Felício dos Santos,MG,Municipal,73,93.1,79.4,1
3125507,São Gonçalo do Rio Preto,MG,Municipal,29,88.7,83.4,1
3126000,Florestal,MG,Municipal,78,91.9,85.7,1
3126703,Francisco Sá,MG,Estadual,62,74.8,59.6,0
3126703,Francisco Sá,MG,Municipal,114,33.6,35.0,0
3126950,Frei Lagonegro,MG,Estadual,23,88.1,87.0,1
3127206,Funilândia,MG,Estadual,12,89.6,66.7,1
3127206,Funilândia,MG,Municipal,42,81.3,69.2,1
3127305,Galiléia,MG,Municipal,68,62.5,62.1,1
3127370,Goiabeira,MG,Municipal,35,80.4,91.4,1
3127388,Goianá,MG,Municipal,31,93.3,80.5,1
3128105,Guapé,MG,Municipal,143,93.4,80.4,1
3128204,Guaraciaba,MG,Estadual,68,92.1,84.7,1
3128204,Guaraciaba,MG,Municipal,8,89.3,75.0,1
3129509,Ibiá,MG,Municipal,204,87.1,78.1,1
3129608,Ibiaí,MG,Municipal,60,79.6,76.4,1
3130309,Iguatama,MG,Municipal,66,94.4,94.1,1
3131158,Ipaba,MG,Municipal,190,89.1,77.7,1
3131307,Ipatinga,MG,Estadual,601,92.2,86.3,1
3131307,Ipatinga,MG,Municipal,1330,87.7,70.9,1
3131505,Ipuiúna,MG,Municipal,74,90.8,63.8,1
3131604,Iraí de Minas,MG,Municipal,77,65.8,77.8,1
3131703,Itabira,MG,Estadual,179,87.3,78.0,1
3131703,Itabira,MG,Municipal,810,81.9,68.2,1
3132107,Itacarambi,MG,Estadual,40,47.6,59.3,0
3132107,Itacarambi,MG,Municipal,125,67.5,72.8,1
3132305,Itaipé,MG,Estadual,46,81.7,68.8,1
3132305,Itaipé,MG,Municipal,79,65.0,55.2,0
3132701,Itambacuri,MG,Estadual,103,88.5,57.7,0
3132701,Itambacuri,MG,Municipal,106,82.7,56.9,0
3134004,Itinga,MG,Estadual,45,58.2,50.8,0
3134004,Itinga,MG,Municipal,63,82.6,64.8,1
3134509,Itutinga,MG,Municipal,32,81.2,76.4,1
3134707,Jacinto,MG,Municipal,109,56.1,55.4,0
3135308,Japaraíba,MG,Estadual,15,90.7,86.7,1
3135308,Japaraíba,MG,Municipal,38,93.2,78.5,1
3135456,Jenipapo de Minas,MG,Estadual,44,91.3,59.4,0
3135605,Jequitaí,MG,Municipal,82,55.0,70.7,1
3136504,Jordânia,MG,Estadual,86,82.0,55.8,0
3136959,Juvenília,MG,Estadual,20,60.1,45.0,0
3136959,Juvenília,MG,Municipal,26,36.2,52.5,0
3137502,Lagoa Formosa,MG,Municipal,199,93.2,82.0,1
3137601,Lagoa Santa,MG,Estadual,25,87.4,96.0,1
3137601,Lagoa Santa,MG,Municipal,509,88.0,72.2,1
3138302,Leandro Ferreira,MG,Estadual,35,94.0,74.3,1
3138401,Leopoldina,MG,Estadual,130,88.0,65.0,1
3138401,Leopoldina,MG,Municipal,270,88.6,65.2,1
3138500,Liberdade,MG,Municipal,38,92.1,71.2,1
3138807,Luz,MG,Estadual,67,93.4,86.5,1
3138807,Luz,MG,Municipal,77,91.6,87.2,1
3138906,Machacalis,MG,Municipal,62,91.6,65.9,1
3139409,Manhuaçu,MG,Estadual,473,92.0,80.4,1
3139409,Manhuaçu,MG,Municipal,493,64.6,71.7,1
3140100,Marilac,MG,Municipal,53,90.7,56.1,0
3140902,Matipó,MG,Estadual,170,82.5,88.2,1
3140902,Matipó,MG,Municipal,77,79.5,65.1,1
3141603,Mercês,MG,Municipal,74,92.3,84.8,1
3141900,Minduri,MG,Municipal,35,92.5,76.3,1
3142007,Mirabela,MG,Estadual,33,87.3,69.2,1
3142007,Mirabela,MG,Municipal,87,75.7,48.0,0
3142205,Miraí,MG,Estadual,15,91.1,73.3,1
3142205,Miraí,MG,Municipal,79,92.4,79.2,1
3142304,Moeda,MG,Municipal,53,93.5,90.6,1
3142403,Moema,MG,Municipal,90,92.9,81.9,1
3143302,Montes Claros,MG,Estadual,1436,90.5,74.0,1
3143302,Montes Claros,MG,Municipal,2059,85.7,75.2,1
3143500,Morada Nova de Minas,MG,Municipal,76,89.8,64.5,1
3143807,Munhoz,MG,Municipal,91,92.2,82.4,1
3143906,Muriaé,MG,Estadual,181,86.3,86.0,1
3143906,Muriaé,MG,Municipal,746,87.2,73.1,1
3144003,Mutum,MG,Estadual,135,93.0,82.1,1
3144003,Mutum,MG,Municipal,110,88.7,76.7,1
3144375,Natalândia,MG,Municipal,48,71.9,64.2,1
3145307,Novo Cruzeiro,MG,Estadual,169,81.3,75.1,1
3145307,Novo Cruzeiro,MG,Municipal,120,81.5,81.9,1
3145877,Orizânia,MG,Municipal,122,90.1,76.0,1
3146206,Ouro Verde de Minas,MG,Municipal,88,81.1,78.4,1
3146404,Paineiras,MG,Municipal,47,93.1,82.3,1
3146750,Palmópolis,MG,Estadual,12,82.9,75.0,1
3146750,Palmópolis,MG,Municipal,48,52.3,69.4,1
3147204,Paraguaçu,MG,Municipal,184,94.5,69.2,1
3147501,Passabém,MG,Municipal,11,65.7,90.9,1
3147600,Passa Quatro,MG,Estadual,83,94.0,83.8,1
3147600,Passa Quatro,MG,Municipal,58,93.4,75.7,1
3147956,Patis,MG,Estadual,21,89.5,61.9,1
3147956,Patis,MG,Municipal,39,92.0,97.2,1
3148400,Paulistas,MG,Municipal,43,93.5,90.1,1
3148756,Pedra Bonita,MG,Estadual,29,84.6,65.5,1
3148756,Pedra Bonita,MG,Municipal,34,85.1,91.2,1
3150703,Pirajuba,MG,Municipal,99,93.1,76.8,1
3152006,Pompéu,MG,Estadual,107,91.8,84.9,1
3152006,Pompéu,MG,Municipal,185,90.0,56.1,0
3153806,Queluzito,MG,Municipal,20,87.4,95.0,1
3154150,Reduto,MG,Estadual,11,78.0,100.0,1
3154150,Reduto,MG,Municipal,81,55.7,83.9,1
3154903,Rio Casca,MG,Municipal,116,86.3,62.8,1
3155108,Rio do Prado,MG,Municipal,55,89.2,76.2,1
3155306,Rio Manso,MG,Municipal,49,93.7,98.0,1
3155405,Rio Novo,MG,Municipal,89,73.3,65.4,1
3157203,Santa Bárbara,MG,Municipal,311,93.6,66.6,1
3157401,Santa Cruz do Escalvado,MG,Estadual,10,86.2,70.0,1
3157401,Santa Cruz do Escalvado,MG,Municipal,19,89.4,78.3,1
3158003,Santa Maria de Itabira,MG,Municipal,103,92.2,77.8,1
3158102,Santa Maria do Salto,MG,Estadual,22,85.8,36.4,0
3158102,Santa Maria do Salto,MG,Municipal,41,67.2,60.6,1
3158201,Santa Maria do Suaçuí,MG,Estadual,71,92.6,95.5,1
3158201,Santa Maria do Suaçuí,MG,Municipal,47,89.8,66.7,1
3158300,Santana da Vargem,MG,Estadual,26,94.2,88.5,1
3158300,Santana da Vargem,MG,Municipal,32,93.6,87.5,1
3158508,Santana de Pirapama,MG,Municipal,37,59.2,64.5,1
3158953,Santana do Paraíso,MG,Municipal,328,92.0,69.9,1
3159209,Santa Rita de Caldas,MG,Municipal,66,93.7,92.5,1
3160108,Santo Antônio do Grama,MG,Municipal,52,93.9,94.3,1
3160306,Santo Antônio do Jacinto,MG,Municipal,101,61.0,65.7,1
3160702,Santos Dumont,MG,Estadual,223,87.9,73.7,1
3160702,Santos Dumont,MG,Municipal,83,76.7,69.9,1
3160959,São Domingos das Dores,MG,Municipal,94,93.6,93.6,1
3161056,São Félix de Minas,MG,Municipal,33,92.4,67.1,1
3161205,São Francisco de Paula,MG,Municipal,64,93.9,90.7,1
3161502,São Geraldo,MG,Estadual,37,94.0,78.3,1
3161502,São Geraldo,MG,Municipal,69,93.6,92.8,1
3162203,São João Batista do Glória,MG,Municipal,88,94.5,84.3,1
3162401,São João da Ponte,MG,Municipal,177,88.3,63.5,1
3162609,São João do Oriente,MG,Municipal,76,94.3,67.7,1
3162948,São José da Barra,MG,Municipal,91,93.2,75.2,1
3164407,São Sebastião da Bela Vista,MG,Municipal,75,91.8,90.9,1
3164506,São Sebastião do Maranhão,MG,Estadual,43,91.9,81.6,1
3164605,São Sebastião do Oeste,MG,Municipal,130,92.5,76.5,1
3165602,Senador Cortes,MG,Municipal,22,75.6,81.8,1
3166808,Serra do Salitre,MG,Municipal,162,77.3,72.9,1
3167400,Silvianópolis,MG,Municipal,65,92.7,87.9,1
3167905,Tabuleiro,MG,Municipal,44,92.4,74.4,1
3168051,Taparuba,MG,Municipal,25,84.7,80.0,1
3168309,Taquaraçu de Minas,MG,Municipal,53,92.6,94.4,1
3169109,Toledo,MG,Municipal,109,90.8,89.2,1
3169604,Tupaciguara,MG,Municipal,227,57.9,58.3,0
3169802,Turvolândia,MG,Municipal,70,93.7,67.3,1
3169901,Ubá,MG,Estadual,64,88.9,75.7,1
3169901,Ubá,MG,Municipal,745,86.1,79.1,1
3170107,Uberaba,MG,Estadual,852,90.3,69.5,1
3170107,Uberaba,MG,Municipal,2006,71.2,57.7,0
3170206,Uberlândia,MG,Estadual,1512,82.8,70.7,1
3170206,Uberlândia,MG,Municipal,4442,67.0,62.6,1
3170529,Urucuia,MG,Municipal,95,75.8,67.1,1
3171600,Virgem da Lapa,MG,Municipal,73,86.2,85.1,1
3171907,Virgolândia,MG,Municipal,31,92.4,71.0,1
3200169,Água Doce do Norte,ES,Municipal,152,93.5,81.7,1
3200508,Apiacá,ES,Municipal,70,94.4,62.9,1
3201100,Bom Jesus do Norte,ES,Municipal,108,92.2,67.3,1
3201704,Conceição do Castelo,ES,Municipal,152,94.3,84.2,1
3202207,Fundão,ES,Municipal,191,89.0,62.3,1
3202256,Governador Lindenberg,ES,Estadual,71,90.7,84.5,1
3202256,Governador Lindenberg,ES,Municipal,35,93.9,77.1,1
3202603,Iconha,ES,Municipal,134,94.2,75.9,1
3203007,Iúna,ES,Estadual,25,90.2,100.0,1
3203007,Iúna,ES,Municipal,345,93.0,68.0,1
3203346,Marechal Floriano,ES,Municipal,197,93.3,86.6,1
3203403,Mimoso do Sul,ES,Municipal,197,92.6,65.3,1
3203908,Nova Venécia,ES,Estadual,9,89.6,100.0,1
3203908,Nova Venécia,ES,Municipal,496,94.7,83.2,1
3204252,Ponto Belo,ES,Municipal,85,93.2,80.0,1
3204302,Presidente Kennedy,ES,Municipal,182,92.0,69.8,1
3204351,Rio Bananal,ES,Municipal,241,93.3,83.1,1
3204500,Santa Leopoldina,ES,Municipal,99,93.3,74.5,1
3205200,Vila Velha,ES,Municipal,4241,89.5,67.7,1
3300407,Barra Mansa,RJ,Municipal,1314,61.8,63.9,1
3300951,Comendador Levy Gasparian,RJ,Municipal,100,60.1,66.1,1
3301009,Campos dos Goytacazes,RJ,Estadual,64,39.6,71.6,1
3301009,Campos dos Goytacazes,RJ,Municipal,3890,10.2,38.3,0
3301108,Cantagalo,RJ,Municipal,162,56.6,52.0,0
3301207,Carmo,RJ,Municipal,140,46.5,68.0,1
3301306,Casimiro de Abreu,RJ,Municipal,500,37.2,58.3,0
3301504,Cordeiro,RJ,Municipal,188,73.8,64.2,1
3302270,Japeri,RJ,Municipal,1085,11.7,36.9,0
3302502,Magé,RJ,Municipal,2969,21.1,46.7,0
3302700,Maricá,RJ,Municipal,1946,54.7,60.0,1
3303609,Paracambi,RJ,Municipal,367,78.9,70.0,1
3303856,Paty do Alferes,RJ,Municipal,292,77.1,76.0,1
3304128,Quatis,RJ,Municipal,114,53.9,60.0,1
3304201,Resende,RJ,Municipal,983,80.4,72.5,1
3304300,Rio Bonito,RJ,Municipal,528,37.4,57.6,0
3304409,Rio Claro,RJ,Municipal,147,74.8,65.5,1
3304755,São Francisco de Itabapoana,RJ,Municipal,487,16.8,47.5,0
3305109,São João de Meriti,RJ,Municipal,2543,8.0,36.0,0
3305406,Sapucaia,RJ,Municipal,198,80.5,65.4,1
3500204,Adolfo,SP,Municipal,44,68.8,85.8,1
3500550,Águas de Santa Bárbara,SP,Municipal,104,55.9,49.0,0
3500600,Águas de São Pedro,SP,Municipal,42,86.2,80.9,1
3500709,Agudos,SP,Municipal,330,64.8,64.6,1
3500808,Alfredo Marcondes,SP,Estadual,36,76.1,75.4,1
3501152,Alumínio,SP,Municipal,189,32.7,53.7,0
3501509,Alvinlândia,SP,Municipal,48,81.4,91.8,1
3501707,Américo Brasiliense,SP,Municipal,359,80.5,71.2,1
3504107,Atibaia,SP,Estadual,20,79.1,50.0,0
3504107,Atibaia,SP,Municipal,1677,85.1,65.5,1
3505104,Barbosa,SP,Municipal,74,74.2,65.0,1
3505203,Bariri,SP,Municipal,259,82.2,72.3,1
3505906,Batatais,SP,Estadual,109,89.9,70.1,1
3505906,Batatais,SP,Municipal,366,76.7,55.7,0
3506003,Bauru,SP,Estadual,1531,75.1,67.9,1
3506003,Bauru,SP,Municipal,1255,20.0,50.6,0
3506300,Bernardino de Campos,SP,Municipal,92,77.9,47.5,0
3506409,Bilac,SP,Municipal,68,71.8,74.7,1
3506805,Bocaina,SP,Municipal,69,33.0,49.6,0
3507001,Boituva,SP,Municipal,647,68.5,69.8,1
3507159,Bom Sucesso de Itararé,SP,Municipal,54,53.8,55.5,0
3508405,Cabreúva,SP,Municipal,668,27.4,64.6,1
3508603,Cachoeira Paulista,SP,Municipal,229,38.1,41.8,0
3509106,Caiuá,SP,Municipal,27,54.4,81.5,1
3509452,Campina do Monte Alegre,SP,Municipal,65,53.9,43.5,0
3510005,Cândido Mota,SP,Estadual,74,49.4,74.5,1
3510005,Cândido Mota,SP,Municipal,194,75.6,65.5,1
3510153,Canitar,SP,Municipal,87,87.1,79.5,1
3510302,Capela do Alto,SP,Municipal,284,25.6,47.6,0
3510807,Casa Branca,SP,Municipal,217,38.9,62.0,1
3511607,Cesário Lange,SP,Municipal,264,50.9,51.3,0
3512209,Conchal,SP,Municipal,337,35.6,55.5,0
3513504,Cubatão,SP,Estadual,159,70.6,43.5,0
3513504,Cubatão,SP,Municipal,934,26.2,45.4,0
3513850,Dirce Reis,SP,Municipal,13,65.2,84.6,1
3514502,Duartina,SP,Municipal,110,83.0,77.0,1
3514809,Eldorado,SP,Municipal,85,53.3,75.2,1
3515152,Engenheiro Coelho,SP,Municipal,181,33.0,47.9,0
3515186,Espírito Santo do Pinhal,SP,Estadual,136,79.6,92.7,1
3515186,Espírito Santo do Pinhal,SP,Municipal,156,79.2,61.2,1
3515202,Estrela d'Oeste,SP,Municipal,79,52.7,58.9,0
3516200,Franca,SP,Estadual,1175,91.3,82.9,1
3516200,Franca,SP,Municipal,2169,70.0,64.5,1
3516408,Franco da Rocha,SP,Estadual,134,54.9,68.9,1
3516408,Franco da Rocha,SP,Municipal,1658,30.5,46.6,0
3516853,Gavião Peixoto,SP,Municipal,61,76.1,73.7,1
3517208,Guaiçara,SP,Municipal,126,51.0,60.0,1
3517406,Guaíra,SP,Municipal,306,43.2,53.5,0
3519253,Iaras,SP,Municipal,54,34.5,42.8,0
3520103,Igarapava,SP,Municipal,209,28.0,55.6,0
3520806,Inúbia Paulista,SP,Municipal,39,83.4,94.7,1
3520905,Ipaussu,SP,Municipal,140,51.1,55.0,0
3521002,Iperó,SP,Municipal,380,19.4,44.8,0
3521101,Ipeúna,SP,Municipal,99,42.5,62.6,1
3521309,Ipuã,SP,Municipal,143,82.7,63.8,1
3522208,Itapecerica da Serra,SP,Estadual,110,78.7,62.6,1
3522208,Itapecerica da Serra,SP,Municipal,1768,26.8,54.9,0
3523107,Itaquaquecetuba,SP,Estadual,165,49.3,64.6,1
3523107,Itaquaquecetuba,SP,Municipal,4528,17.5,57.2,0
3523206,Itararé,SP,Municipal,486,51.7,53.2,0
3523305,Itariri,SP,Estadual,48,48.3,43.4,0
3523305,Itariri,SP,Municipal,153,69.9,71.0,1
3524105,Ituverava,SP,Municipal,285,30.5,49.9,0
3524303,Jaboticabal,SP,Municipal,449,34.1,57.9,0
3524402,Jacareí,SP,Municipal,2047,25.6,51.5,0
3524600,Jacupiranga,SP,Municipal,129,74.3,54.8,0
3525706,José Bonifácio,SP,Estadual,174,88.9,63.3,1
3525706,José Bonifácio,SP,Municipal,146,67.2,54.9,0
3526704,Leme,SP,Municipal,993,36.8,61.7,1
3526902,Limeira,SP,Estadual,132,76.7,66.1,1
3526902,Limeira,SP,Municipal,2293,77.3,62.7,1
3527306,Louveira,SP,Municipal,624,46.4,58.2,0
3527801,Lupércio,SP,Municipal,36,61.1,61.0,1
3528304,Magda,SP,Municipal,33,87.5,93.9,1
3528502,Mairiporã,SP,Municipal,898,37.2,63.3,1
3528809,Maracaí,SP,Municipal,110,80.2,91.2,1
3528858,Marapoama,SP,Municipal,37,88.0,100.0,1
3529500,Mendonça,SP,Municipal,65,78.4,77.6,1
3529609,Meridiano,SP,Municipal,46,83.3,67.3,1
3529708,Miguelópolis,SP,Municipal,155,80.0,29.1,0
3529906,Miracatu,SP,Municipal,230,20.6,65.5,1
3530201,Mirante do Paranapanema,SP,Estadual,15,82.6,86.7,1
3530201,Mirante do Paranapanema,SP,Municipal,101,84.9,87.5,1
3530904,Mombuca,SP,Municipal,56,57.7,74.3,1
3532157,Nantes,SP,Municipal,40,65.5,36.2,0
3533254,Novais,SP,Municipal,78,75.9,64.0,1
3533502,Novo Horizonte,SP,Municipal,357,64.5,75.7,1
3533601,Nuporanga,SP,Municipal,77,77.7,64.9,1
3534005,Onda Verde,SP,Municipal,43,49.4,74.5,1
3534906,Pacaembu,SP,Municipal,80,76.3,53.3,0
3535101,Palmares Paulista,SP,Municipal,98,80.6,77.5,1
3535200,Palmeira d'Oeste,SP,Municipal,76,82.9,83.9,1
3535804,Paranapanema,SP,Municipal,212,32.3,42.6,0
3536257,Parisi,SP,Municipal,32,86.6,90.7,1
3536406,Paulicéia,SP,Municipal,112,81.9,75.9,1
3536802,Pedra Bela,SP,Municipal,41,78.0,47.2,0
3537305,Penápolis,SP,Estadual,134,89.9,69.1,1
3537305,Penápolis,SP,Municipal,401,77.5,61.0,1
3537404,Pereira Barreto,SP,Municipal,205,76.4,83.5,1
3537503,Pereiras,SP,Municipal,98,52.8,66.7,1
3538105,Pindorama,SP,Municipal,113,40.9,63.4,1
3538600,Piracaia,SP,Municipal,277,67.6,57.5,0
3538808,Piraju,SP,Municipal,281,82.9,71.4,1
3540408,Populina,SP,Municipal,40,86.4,79.7,1
3540507,Porangaba,SP,Municipal,82,80.9,60.4,1
3540705,Porto Ferreira,SP,Municipal,460,26.3,50.1,0
3541000,Praia Grande,SP,Municipal,3853,33.2,51.3,0
3541406,Presidente Prudente,SP,Municipal,1708,47.8,61.1,1
3541653,Quadra,SP,Municipal,59,52.9,65.4,1
3542305,Redenção da Serra,SP,Municipal,51,83.1,84.3,1
3542800,Ribeira,SP,Municipal,24,72.2,53.8,0
3543105,Ribeirão Corrente,SP,Municipal,59,79.8,74.5,1
