,validacao_cruzada,validacao_cruzada,validacao_cruzada,validacao,validacao,validacao
,auc,log_loss,brier,auc,log_loss,brier
constante,0.5,0.6756278195046079,0.24129031754351016,,,
gradient boosting,0.6635044318363603,0.6324345741161361,0.22167799112719497,0.64513,0.63806,0.22412
"logística, valores padrão",0.6614725716838318,0.6339495418058528,0.22224332718317547,,,
random forest,0.6624428804919994,0.6334218539173891,0.2220728368230181,0.64403,0.63872,0.22432
regressão logística,0.6621730894238398,0.633548621310594,0.2220481933411608,0.64437,0.63954,0.22466
repetir 2023,0.6414018195048738,0.6509078879328379,0.22861568137468416,0.63051,0.65283,0.2293
teto,0.6834516335220479,0.6198814979614322,0.21642911985492658,0.67097,0.62466,0.21837
